id,title,text,subject,date,is_fake_news,text_length
558,House ethics panel investigating allegations against U.S. Rep. Conyers,"The House of Representatives Ethics Committee said on Tuesday it was investigating allegations of sexual harassment against U.S. Representative John Conyers, who said his office had resolved a harassment case with a payment but no admission of guilt. A BuzzFeed News report late on Monday cited allegations from former staffers that Conyers, 88, made sexual advances to female staff.  The Democratic congressman from Michigan issued a statement on Tuesday prior to the Ethics Committee’s announcement that did not give details of the case but said he would fully cooperate in any investigation. The allegations against Conyers came to light as Congress  reviews policies on how to handle sexual harassment complaints. They followed a string of such complaints against prominent figures in the U.S. media, Hollywood and politics. “In this case, I expressly and vehemently denied the allegations made against me and continue to do so,” said Conyers, who is one of America’s most prominent black lawmakers. “My office resolved the allegations – with an express denial of liability – in order to save all involved from the rigors of protracted litigation. That should not be lost in the narrative.”  The statement said the resolution of the allegations was equal to a reasonable severance payment. The Ethics Committee said in a statement it was aware of the public allegations and had begun an investigation. The panel can recommend punishments such as a reprimand, censure or expulsion, but the final punishment is determined by a vote in the full House. No member of Congress has ever been expelled for sexual misconduct. House Democratic leader Nancy Pelosi had called for the panel to open a probe of Conyers. “Any credible allegation of sexual harassment must be investigated by the Ethics Committee,” she said in a statement.  First elected in 1964, Conyers is the longest serving member of the House and a founding member of the Congressional Black Caucus. In a statement, the chairman of the caucus, Democratic Representative Cedric Richmond, called the allegations “very serious and disturbing” and urged Conyers to “cooperate fully with any and all investigations into this matter.” U.S. Representative Jackie Speier, a Democrat who has led the push in the House to revise policies on sexual harassment complaints, called for an investigation. “The allegations of sexual harassment and misuse of congressional funds against Congressman Conyers are serious & require an immediate Ethics investigation,” she said in a statement. House Speaker Paul Ryan issued a statement earlier calling the latest news report “extremely troubling.”",politicsNews,"November 21, 2017 ",False,418
11437,LOVE AT FIRST LEAK! Former “Baywatch” Star Pamela Anderson Becomes Regular Visitor Of Wikileaks Founder Julian Assange: “I think he’s quite sexy”,"Julian Assange became a computer hacker in his teen years. Assange got married when he was 18 and has a son. He and his wife separated and in 1999, after a protracted court battle, he reached a custody agreement with his wife.Assange gained worldwide fame and became a household name after he released hacked DNC emails shining a light on the ugly and questionable inner workings of Hillary, her campaign and many in the Democratic Party.Assange, who has been living in the embassy for four years after he was granted political asylum by Ecuador, came under fire this week after a 8,000-plus-file dump of CIA secrets was posted on WikiLeaks.Vice President Pence Thursday vowed to go after the web site, saying the leak was  one of the most significant compromises of national security in recent memory. Apparently Baywatch  star Pamela Anderson has a  thing  for  the world s most famous leaker, Julian Assange. Anderson s gone from slow motion runs on the beach to mysterious late night visits to the embassy where WikiLeaks founder Julian Assange is holed up.Anderson was most recently spotted entering the Ecuadorian safe space in London Thursday night wearing a camel overcoat, snug black top   and either a really short skirt, or no pants at all.Anderson, 49, is a regular at the facility, coyly smiling for photographers as she struts inside to see Assange, 45, whose rogue outfit has dumped some of the US government s most closely guarded secrets.She refused to deny the dating rumors   saying he intellectually stimulates her more than all her  ex-husbands and lovers combined. I think he s quite sexy,  she wrote in a blog post on Thursday.  He has tremendous strength and stamina   though vulnerable. Hard to imagine him that way   as capable as he is. But, he is up against the biggest super powers in the world. Speaking to John Bishop on The Nightly Show this week, she described meeting Assange last year through British fashion designer Vivienne Westwood. We started seeing each other every month, and now we see each other a lot more regularly,  she said, according to The Sun. I do really think he s one of the most important people in the world, and I think what he does is historic. It s very important,  Anderson added.  He s very brave and he sacrificed a lot for all of us. NYP",politics,"Mar 11, 2017",True,415
6788,Wisconsin judge rejects bid to stop election recount,"A U.S. judge in Wisconsin on Friday rejected a request by President-elect Donald Trump supporters to stop a recount of election votes while the Michigan Supreme Court denied an appeal by Green Party candidate Jill Stein to restart the state’s recount. The results of the Nov. 8 election have been challenged in three states by Green Party candidate Jill Stein, who finished fourth in the presidential poll. In Pennsylvania, the third state, a judge said he would rule on Monday on whether to allow a recount to go forward. Even if the recounts were carried out, they would be extremely unlikely to change the outcome of Trump’s win over Democrat Hillary Clinton. In Wisconsin, the Great America political action committee and Stop Hillary PAC had called on the court to halt the recount, which is more than 88 percent complete, according to the state elections commission. A commission spokesman said in an email that the recount was expected to be completed on Monday.  “The recount is an inherent part of what ensures the integrity of elections,” U.S. District Judge James Peterson said, according to court transcripts. Also on Friday, the Michigan Supreme Court, in a 3-2 ruling, denied Stein’s request to restart a recount, affirming a lower court ruling that she did not have grounds to mount the challenge. Although Clinton won the national popular vote, by 2.6 million according to the latest count, she lost to Trump in the Electoral College, the 538-person body chosen state-by-state that actually selects the president. Trump, who won a projected 306 electoral votes to Clinton’s 232, takes office on Jan. 20. Neither Stein nor Libertarian Party candidate Gary Johnson won any Electoral College votes. The three “Rust Belt” states narrowly supported Trump. The New York businessman and former reality TV star who has never previously held public office won by more than 68,000 votes in Pennsylvania and about 11,600 votes in Michigan, according to state figures. U.S. District Judge Paul Diamond in Philadelphia said at a hearing that he would return a ruling “first thing Monday morning” on whether he would grant a request for a partial recount of paper ballots and a forensic examination of voting computer systems before the national Dec. 13 certification deadline. Lawyers for the Green Party, the Trump campaign and the state argued the matter for three hours, with Stein’s supporters saying the state’s election process was so disorganized that state officials had not known the recount petition filing deadlines for some counties.",politicsNews,"December 9, 2016 ",False,416
12298,India PM Modi's party seen sweeping state polls in popularity boost,"Indian Prime Minister Narendra Modi s ruling group will sweep an election in his home state of Gujarat, surveys showed on Thursday, shaking off the most serious challenge yet from a combined opposition.  The election for a new state assembly in Gujarat is seen as a litmus test for Modi ahead of a national election in 2019. Voting closed on Thursday.  A win would help him dismiss critics who said the ruling Bharatiya Janata Party s support base was eroding after last year s shock move to ban high-value currency notes in the fight against graft, and poor implementation of a national sales tax this year hit businesses. The Congress party led by Rahul Gandhi and teaming up with regional politicians has run a tough campaign aiming to weaken Modi in his home base and rouse public discontent over lack of jobs and a softening economy.  But three separate television exit polls at the close of the final round of voting on Thursday showed the BJP winning more than 100 seats in the 182-member state house, well clear of the half-way mark of 92 required to rule.  Congress, the main opposition party, will win 70-74 seats, the polls showed, better than in the past but not enough to oust the BJP from power.  Another exit poll, conducted by a Today s Chanakya group, gave the BJP a two-thirds victory.  The actual votes will be counted on Monday and exit polls and other surveys have often gone wrong in India, where millions vote. The Congress party said it was too quick to call the election based on exit polls.  The BJP has ruled Gujarat since 1998, with Modi as its chief minister for more than a decade before he became prime minister three years ago.  Modi has won praise for transforming the coastal state into an economic powerhouse and deploying business-friendly policies to lure foreign investors. To ensure his party s prospects, Modi led from the front to campaign in the state and addressed dozens of public rallies, performed rituals and even waved from a sea plane on the last day of his campaign trail. On Thursday, Modi cast his ballot in Gujarat s Ahmedabad city and then hit the streets again, showing off his inked finger as he walked, surrounded by hundreds of supporters.  In separate exit surveys released for state polls held in Himachal Pradesh state also showed Modi s party emerging as a winner.",worldnews,"December 14, 2017 ",False,415
5800,WATCH: Trump Supporter Calls For Right-Wing Gun Nuts To Come Shoot Black People At GOP Convention,"A racist Trump supporter who couldn t hack it as a police officer is calling for right-wing militia members, former police officers, and military veterans to grab their guns and come to Cleveland to shoot any black people they find protesting at the Republican National Convention in Cleveland next month. I am encouraging patriots and Trump supporters and those that support liberty and freedom to come lawfully armed with lethal and non-lethal weaponry,  Jim Stachowiak declared in a video directed at  lone wolf patriots. Stachowiak was booted out of the police force for misconduct after only three years on the job, yet he thinks he is capable of patrolling the outside of the GOP convention as a pretend law enforcement official.After slandering the Black Lives Matter movement by claiming that the group has issued death threats aimed at Donald Trump, Stachowiak called for armed volunteers to join him at the convention to intimidate and even kill black protesters They have threatened to cause riots in Cleveland and nationwide,  he said.  It is our sworn duty and obligation for all those like me and many of you who have taken the oath to defend this country against all enemies foreign and domestic. Then he repeated Donald Trump s suggestion that President Obama is a terrorist sympathizer and urged  patriots  to use their Second Amendment against Black Lives Matter members, whom he also referred to as domestic terrorists. We should answer the call with our Second Amendment. Yes, I m encouraging patriots to come prepared to defend this nation against a domestic terrorist organization supported by the terrorist in the White House, Obama Come prepared, because this may spark another revolution. It won t be decided if that spark turns into a bonfire by we who love liberty, for we will defend, not attack. We won t act, but we will react. Here s the video via YouTube.Stachowiak is nothing more than a right-wing terrorist trying to organize another Bundy-style standoff that he hopes will turn into some kind of bloody revolution. Gun nuts like him are the reason why we need serious gun restrictions in this country. If anybody shouldn t be allowed to have a gun it s this guy. He is literally calling for gun violence against back protesters who show up to the GOP convention. Hopefully, the FBI has seen this video and are planning to take Stachowiak into custody before we end up with another mass shooting.Featured image via screenshot",News,"June 20, 2016",True,419
13675,Zimbabwe's Mnangagwa opens amnesty window for return of stolen funds,"Zimbabwe s new president, Emmerson Mnangagwa, on Tuesday announced a three-month amnesty window for the return of public funds illegally stashed abroad by individuals and companies. Upon the expiry of the amnesty at end of February next year, the government will arrest and prosecute those who have failed to comply, Mnangagwa said in a statement. Mnangagwa was sworn-in as president on Friday and promised to tackle corruption, which had become endemic under former president Robert Mugabe s 37-year rule.  Those affected are thus encouraged to take advantage of the three-month moratorium to return the illegally externalized funds and assets in order to avoid the pain and ignominy of being visited by the long arm of the law,  Mnangagwa said. Zimbabwe s new president is under pressure to deliver, especially on the economy, which is in the grip of severe foreign currency shortages that have seen banks failing to give cash to customers. Mnangagwa told heads of government ministries on Tuesday that he was putting together a  leaner  government, which would see the merging of some departments to enhance efficiency. Critics say Zimbabwe has a bloated civil service, which chews more than 90 percent of the national budget. Mnangagwa, however, said only workers of retirement age would be laid off. He promised to rebuild the economy and improve the livelihoods of Zimbabweans.  My government will have no tolerance for bureaucratic slothfulness, which is quick to brandish procedures as an excuse for stalling service delivery to citizens, investors and other stakeholders,  Mnangagwa said in a statement read to the government officials. After recovering under a unity government between the ruling ZANU-PF and the opposition between 2009 and 2012, the southern African nation s economy has unraveled with the unemployment rate above 90 percent. Mnangagwa is expected to announce a cabinet this week, with all eyes on whether he breaks with the past and names a broad-based government or selects old guard figures from Mugabe s era. An official at parliament said Mnangagwa had asked for curriculum vitaes of ZANU-PF legislators on Tuesday as he moves to put the new cabinet in place. Meanwhile, deputy parliament speaker Mabel Chinomona told the house that she had been informed by ZANU-PF that the party had recalled five legislators from parliament, indicating the five had been dismissed as ZANU-PF lawmakers. The members, all linked to the G40 group that supported Mugabe s wife Grace, include former ministers Savior Kasukuwere, Jonathan Moyo and Ignatius Chombo, who is facing corruption charges in court.",worldnews,"November 28, 2017 ",False,421
13523,Lebanon's Hariri signals may withdraw resignation next week - statement,"Lebanese Prime Minister Saad al-Hariri indicated on Wednesday that he might withdraw his resignation next week, saying matters were  positive  and he would rescind his decision if they remained so, a statement from his press office said. Hariri announced his resignation in a televised statement while he was in Saudi Arabia on Nov. 4, prompting a political crisis in Lebanon and thrusting it back into a regional tussle between Riyadh and its main regional foe, Iran. Lebanese officials say Saudi Arabia coerced Hariri, a long-time ally of Saudi Arabia, into resigning and held him there against his will until an intervention by France led to his return to Lebanon last week. Saudi Arabia denies this. Hariri agreed to shelve the decision after meeting Aoun last week, saying this was to allow for dialogue. Hariri wants all Lebanese to commit to staying out of regional conflicts, a reference to the powerful armed Shi ite group Hezbollah, which Saudi Arabia accuses of sowing strife in the Arab world with support from Iran.  Matters are positive, as you hear, and if this positivity continues we will announce, God willing, to Lebanese next week with President Michel Aoun and Parliament Speaker Nabih Berri the withdrawal of the resignation,  Hariri said on Wednesday. He was speaking during a celebration to mark the Prophet Mohammad s birthday. Earlier on Wednesday, Aoun was quoted as saying that Hariri would  certainly  remain prime minister and Lebanon s political crisis will be resolved in a few days.  We have just finished talks with all the political forces, within and outside government. There is a broad agreement,  the newspaper La Stampa quoted him as saying during a visit to Italy. Aoun did not accept Hariri s televised resignation, accusing Saudi Arabia of holding Hariri in Riyadh and forcing him to step down. Hariri eventually returned to Beirut on Nov. 22 and postponed his resignation. He said on Monday that he would stay on as prime minister if Iran s Lebanese ally, Hezbollah, accepted a policy of staying out of regional conflicts. Asked about that demand, Aoun   a Hezbollah ally   said:  Hezbollah has fought against Islamic State terrorists in Lebanon and abroad. But when the war against terrorism is finished, their fighters will come back to the country,  La Stampa reported. The group has fought alongside President Bashar al-Assad s forces in Syria against rebels seeking to oust him, including factions that were backed by Saudi Arabia.",worldnews,"November 29, 2017 ",False,420
14019,QUESTION: Which Presidential Candidate Spent The Most On Their Campaign So Far? The ANSWER May Surprise You…,"And the winner is the  Anti-Billionaire or the guy who detests rich people or how about the guy who made a LOT of people rich during his campaign, but did absolutely nothing for the less fortunate with his windfall. In fact, we reported about hundreds of homeless people who were kicked out of a venue they used as a warming hut on the coldest night of the year because socialist Bernie Sanders (who cares so much for the poor and underprivileged) was about to host a rally in that venue. Oh well the show must go on who has time for homeless people who likely won t vote .right hypocrite Bernie?The small-dollar fundraising juggernaut that has kept Bernie Sanders s insurgent White House bid afloat far longer than anticipated has generated another unexpected impact: a financial windfall for his team of Washington consultants.As donations surged this year, the Sanders campaign ratcheted up its spending each month, racing through an astounding $45 million in March alone.By the end of March, the self-described democratic socialist senator from Vermont had spent nearly $166 million on his campaign   more than any other 2016 presidential contender, including rival Hillary Clinton. More than $91 million went to a small group of admakers and media buyers who produced a swarm of commercials and placed them on television, radio and online, according to a Washington Post analysis of Federal Election Commission reports.While the vast majority of that money was passed along to television stations and websites to pay for the advertising, millions in fees were kept by the companies, The Post calculated. While it is impossible to determine precisely how much the top consultants have earned, FEC filings indicate the top three media firms have reaped payments of seven figures.Sanders s money blitz, fueled by a $27 average donation that he repeatedly touts, has improbably made the anti-billionaire populist the biggest spender so far in the election cycle. The campaign s wealth has been a surprising boon for vendors across the county who signed on to his long-shot bid.The large profits stem in part from the fact that no one in Sanders s campaign imagined he would generate such enormous financial support. So unlike Clinton, he did not cap how much his consultants could earn in commissions from what was expected to be a bare-bones operation, according to campaign officials.A campaign spokesman declined to comment on whether Sanders feels the high fees earned by his media consultants are appropriate. Via: Washington Post",politics,"Apr 28, 2016",True,417
8879,NRA Gets Blasted For Live-Tweeting Obama’s Town Hall Meeting Instead Of Actually Attending (TWEETS),"On Thursday night, CNN s Guns In America  town hall meeting on gun violence attracted the attendance of several gun legislation opponents, but strangely enough the most outspoken pro-gun group wasn t there to counter President Barack Obama on his executive action. Host Anderson Cooper said that the National Rifle Association (NRA) had definitely been invited, but chose not to attend. Proving that it was all talk and no action, the gun advocacy group had declined the opportunity to participate in the live Q&A session with the President, and basically forfeited their right to complain about the issues going forward. NRA spokesman Andrew Arulanandam said the reason the association declined was because the meeting was just a  public relations spectacle orchestrated by the White House. However, that didn t stop the NRA from whining and giving their opinion during the town hall meeting anyway. As the organization watched Obama talk about tightening background checks and closing loopholes for gun sales, the NRA decided to live-tweet the event   a choice it would immediately regret.NRA TwitterNRA TwitterNRA TwitterAs Guns In America went on, the NRA made up for its lack of physical presence by filling its Twitter feed with criticisms of Obama and shared several equally ridiculous posts from gun rights advocates. Thankfully, not everyone on Twitter is as thick-headed and came to Obama s rescue to set the NRA straight:TwitterTwitterSome even chose to remind the association to shut the f*ck up since it couldn t be bothered to confront Obama in person.TwitterObama also took some time out of the town hall to blast the NRA for backing out of the discussion and expressed his disappointment in an organization that has been so vocal against gun legislation. He said: Part of the reason I welcomed this opportunity by CNN to have a good discussion debate about it is because our position is consistently mischaracterized.   There s a reason why the NRA is not here. They re just down the street. And, since this is the main reason they exist, you d think they d be prepared to have a debate with   the president.I m happy to meet with them. I m happy to talk to them, but, the conversation has to be based on facts and truth, and what we re actually proposing, not some   you know, imaginary fiction in which Obama s trying to take away your guns. Featured image courtesy of Joe Crimmings via Flickr",News,"January 8, 2016",True,415
8413,Even Trump’s Own Ex-Organizer Accuses Him Of Discriminating Against Women,"Just a day before the Iowa caucuses, a former field organizer for Republican presidential candidate Donald Trump has come forward with accusations that Trump s campaign grossly discriminated against women, paying them less than the male employees doing the same exact work.These completely believable accusations were made by Elizabeth Mae Davidson and published by The New York Times. The 26-year-old staffer had been working for Trump s campaign in Davenport, Iowa but was fired a month ago   despite being previously described as one of the campaign s most effective organizers.On Thursday, Davidson filed a complaint about the discrimination with the Davenport Civil Rights Commission. Aside from the gender pay discrimination, Davidson reported that she was also given less opportunities to advance her career and skills. To make matters worse, female staffers were also subjected to inappropriate comments about their appearance   from Donald Trump himself. The Times wrote:[Davidson] said in a discrimination complaint that men doing the same jobs were paid more and were allowed to plan and speak at rallies, while her requests to do so were ignored. She also said that when she and a young female volunteer met Mr. Trump at a rally last summer, he told them,  You guys could do a lot of damage,  referring to their looks.In an interview, Davidson revealed that she was paid $2,000 per month. Because she was also working as a paralegal, she was considered a part-time staffer by the campaign. However, one of her male peers with the exact same role in the campaign was paid almost double despite the fact that he also has another job! Trump s campaign public filings state that several men filling the same role as Davidson were being paid between $3,500 to $4,000 a month.According to Dorothy A. O Brien, Davidson s attorney, the complaint will trigger the Davenport civil rights agency to investigate Trump s campaign, and after 60 days Davidson can choose to let the agency continue its investigation or follow suit in state court.Considering Trump s horrible track record of sexist, misogynistic comments toward women, it s not a big surprise to hear that his campaign was discriminating against its female staffers. When Davidson was asked if she would be attending Monday s caucuses, she was undecided. She said: Some of the bad things about him I dismissed, because I was working for the candidate. Now I m more critical, especially how he treats women. We don t blame her.Featured image via Gage Skidmore",News,"January 31, 2016",True,419
7835,Mom Of Columbine Shooter Shames The NRA And Gun-Crazy Republicans,"Sue Klebold, the mother of Columbine High School shooter Dylan Klebold, has written an op-ed column in the Washington Post discussing the issue of gun violence in America.The April 20, 1999 shooting at Columbine in Colorado killed 13 and injured another 24. The shooters, Dylan Klebold and Eric Harris, committed suicide. At the time it was the deadliest school shooting in U.S. history, but then the shooting at Newtown happened.In her moving piece, Klebold discusses the role of mental health in mass shootings, and notes that over the years since the massacre, we as a society have learned to better see the signs of mental distress and to know better how to reach out to kids in crisis.But she also notes that as important as that is, the issue of easy access to guns is still hanging over this issue.Having said that, I still cannot help but believe that Dylan and Eric would not have been able to take the lives of so many if they had not had such easy access to guns. As I later learned, Dylan and Eric   both of whom were minors   secretly attended a gun show where they bought the shotguns they would use in the massacre and met a young man who sold them a TEC-9 semiautomatic pistol.Is our right to gun ownership under the Second Amendment so absolute that we cannot, at the very least, restrict access to certain kinds of weapons to protect the most vulnerable among us   especially teenagers, whose judgment at the best of times is compromised by hormones, impulsivity and immature decision-making? Is our right to bear arms so vital to what it means to be an American that there can be no limit on those rights whatsoever, whether raising the legal age at which one can purchase a gun, as we did with the drinking age or conducting more extensive background checks or restricting access to assault weapons designed for the battlefield?Her words strike right at the heart of the core beliefs of the NRA, who insist nothing can ever actually be done to rein in guns in America. Instead, the NRA and the politicians it owns   Democrats and Republicans   mouth words about  mental health  and move on from one mass shooting to the next.If the mother of one of the worst killers in American history can see this, why can t they? Is the money really worth it?Featured image via YouTube",News,"February 26, 2016",True,416
9237,GERMANY: Afghan “Teen” Refugee Who RAPED and KILLED Female Med Student and Refugee Volunteer Is Actually 33-Years Old…And There’s MORE!,"On September 5, 2017, the Daily Mail reported:Afghan asylum seeker accused of raping and murdering EU official s teenage daughter  attacked her to satisfy his sexual urges before leaving her unconscious in a river to drown Hussein Khavari, 22, who claims to be from Afghanistan has been accused of ambushing Maria Ladenburger, 19, as she cycled home after a party, raping her and then drowning her in Freiburg, Germany last October.He was linked through his DNA to medical student Maria, who volunteered at various shelters that house migrants in her spare time in Freiburg.Hussein claimed to be Afghani but the court heard that there is evidence he is Iraqi. And his claim to be 17 at the time of the offense was disputed by a specialist saying he was at least 22. According to Bild newspaper, during a morning session of hearings in which press and public were excluded, he claimed to be 19.He said he claimed to be 16 upon his arrival in Germany in 2015  because the situation is better here for underage migrants.  The court must decide if he is to be tried as a juvenile or an adult.A murder conviction as a juvenile would mean a maximum ten-year jail term, as an adult a possible life sentence.As it turns out, the fake  teenager  who admitted to raping and murdering the actual teenager, is pretty far removed from his teenage years. According to the Voice of Europe,  the Afghan refugee, who is now on trial for the rape and murder of the medical student Maria Ladenburger in October 2016, is older than previously thought.Hussein Khavari entered Germany in November 2015 without identity papers. He told authorities that he was born in 1999 in Afghanistan and that his father was killed during the war.But it now appears that his father is still alive. According to German media source, Bil.de, his father said his son was born in 1984 and that he is 33-years-old.The Local Germany says about it:  Prosecutors were able to track down Hussein K. s father when they came across a contact on his mobile phone. The defendant told them that they could contact his mother on the number. But when an interpreter called the number in the presence of two judges, the person who picked up was his father .Maria Ladenburger s father is a senior legal adviser to the European Commission in Brussels. Maria herself was volunteering as a refugee worker in various shelters and asylum homes.",politics,"Dec 9, 2017",True,420
9436,LOL! HOLLYWOOD Announces Name Of New Awards Show To Replace The Oscars…And It’s HILARIOUS!,"Since most of the actors and producers in Hollywood will either be in treatment, or out of a job, for sexually harassing, or abusing women, men and children in the industry, the Academy Awards show will be taking on a new theme this year.Now that the culture of rot in Hollywood has been exposed, there will be a new awards ceremony to replace the once prestigious Academy Awards show.  The new show will be called the  Biggest Groper Awards , and it will honor the creeps in Hollywood, who for decades sexually abused anyone in their paths while fawning over the politics of the most well-known sexual predator to ever roam the halls of the White House. The award will also pay homage to all of the celebrities who recently supported Hillary s campaign for President, the woman who gave Bill Clinton the green light to sexually assault multiple women, while she threatened to harm any of the women who dared to come forward.*Harvey Weinstein-Hollywood kingpin ProducerLouis CK- Comedian/Filmmaker Ben Affleck-Actor George W. Bush Sr-Former President Kevin Spacey   Actor James Toback   Hollywood Screenwriter Chris Savino   Creator of Nickelodeon s  The Loud House  Roy Price   Head of Amazon Studios John Besh   Celebrity Chef Mark Halperin   ABC News Journalist Micheal Oreskes   Top Editor at NPR (National Public Radio) Lockhart Steele   Editorial Director at Vox Media Adam Venit   Head Agent of motion picture group WME Steven Seagal   Actor Charlie Sheen   Actor Jeremy Piven    Entourage  Actor Ed Westwick    Gossip Girl  Actor Dustin Hoffman   Oscar-winning Actor Matthew Weiner   Creator of AMC s  Mad Men  Andy Dick   Former  NewsRadio  star/Actor Brett Ratnor    Rush Hour  Producer/Director David Blaine   Magician David Guillod    Atomic Blonde  Producer Robert Knepper    Transporter 3  Actor John Singleton   Oscar-nominated DirectorUnhonorable-mention to Harvey Weinstein s brother, Bob Weinstein, who is under investigation for sexually harassing Spike TV  The Mist  showrunner Amanda Segel.  The Source*We hate to have to do this, but this article is satire. There will not be a  Groper Award  given to the most disgusting sexual predator in Hollywood, created in the likeness of the accused rapist, and serial sexual predator, former President Bill Clinton.",politics,"Nov 13, 2017",True,417
19126,Russian occupation of Crimea marked by grave human rights violations - U.N.,"Russia is committing  grave  human rights violations in Crimea, including its imposition of citizenship and by deporting prisoners, a U.N. human rights report said on Monday.   Grave human rights violations, such as arbitrary arrests and detentions, enforced disappearances, ill-treatment and torture, and at least one extra-judicial execution were documented,  the report said.  Russian authorities did not allow the U.N. investigation to enter Crimean territory.  Russia occupied Crimea in 2014 and replaced Ukrainian laws with Russian laws, but its annexation has never been internationally recognized. The U.N. General Assembly ordered the human rights investigation in December 2016.   Imposing citizenship on the inhabitants of an occupied territory can be equated to compelling them to swear allegiance to a power they may consider as hostile, which is forbidden under the Fourth Geneva Convention,  U.N. human rights chief Zeid Ra ad al Hussein said in a statement.  Russia had also broken international law by transporting detainees and prisoners from Crimea to Russia, the report said. When it occupied Crimea, Russia automatically recognized all Ukrainians on the peninsula as Russian citizens, unless they sent a written rejection. As of May 2015, about 100,000 people, about 4 percent of Crimea s population, did not have Russian citizenship, the report said, citing a Russian official.  About 19,000 people - mainly civil servants wanting to keep their jobs under Russia s de facto rule - were effectively forced to renounce their Ukrainian citizenship, the report said.   Russia says a March 2014 referendum legitimized its  incorporation  of Crimea. Opponents of the referendum have been targeted by laws against terrorism, extremism and separatism, and some have been forcibly interned in psychiatric institutions, the report said.  Many media outlets have been shut down and all Crimea s 22 congregations of Jehovah s Witnesses have been effectively outlawed, the report said.  Education in Ukrainian has almost disappeared and Russia has banned the Mejlis, a body representing Crimean Tatars, whose members have been subjected to intimidation, house searches and detention, the report said. Russia is a veto-wielding member of the U.N. Security Council, which means it can block any attempt to hold it to account.  But Fiona Frazer, head of the U.N. office in Ukraine that produced the report, said it was important to document what was happening in Crimea so that victims could record the human rights violations they were facing and try to ensure justice and accountability.",worldnews,"September 25, 2017 ",False,415
3331,Trump pushes infrastructure plan as Russia probe heats up,"President Donald Trump on Wednesday trumpeted plans for $1 trillion in U.S. infrastructure spending as he struggles to gain momentum for his economic agenda amid growing attention on the probe into alleged ties between his campaign and Russia. “America wants to build,” Trump said. “There is no limit to what we can achieve. All it takes is a bold and daring vision and the will to make it happen.”     Speaking in Cincinnati, Ohio, Trump reviewed a proposal announced earlier this year to leverage $200 billion in his budget proposal into a $1 trillion of projects to privatize the air traffic control system, strengthen rural infrastructure and repair bridges, roads and waterways. Trump said he would not allow the United States to become a “museum of former glory.” He spoke about backing large transformative projects but did not give specifics. “We will construct incredible new monuments to American grit that inspire wonder for generations and generations,” he said. Trump pointed to a government program that allows the private sector to tap into low-cost government loans called the Transportation Infrastructure Finance and Innovation Act as a way to leverage federal funds with state, local, and private sector funding. Transportation Secretary Elaine Chao said at a Senate hearing on Wednesday that administration plans to unveil a detailed legislative proposal by the end of September. Democrats want $1 trillion in new federal spending and proposed a plan that includes $200 billion in roads and bridges,$20 billion in expanding broadband Internet access, $110 billion for water systems and $75 billion for schools. Senate Democratic Leader Charles Schumer said the Trump budget unveiled in May cuts $206 billion in infrastructure spending across several departments, including $96 billion in planned highway trust fund spending. The Ohio visit was the second leg of a week-long White House focus on infrastructure. On Monday the president proposed spinning off air traffic control from the Federal Aviation Administration. The proposal to privatize air traffic control has run into skepticism and opposition from Democratic senators and some Republicans.      The infrastructure push comes as the White House seeks to refocus attention on core promises to boost jobs and the economy that Trump made last year during his presidential campaign.     Those pledges have been eclipsed by the furor over Russia’s alleged meddling in the election. That drama will come to a head on Thursday when former Federal Bureau of Investigation Director James Comey, who was leading the Russia probe until Trump fired him last month, testifies before a Senate panel.",politicsNews,"June 7, 2017 ",False,418
20349,"China facing intensified threat of religious infiltration, extremism: official","China is facing heightened threats from foreign infiltration via religion and from the spread of extremism, a top official for religious affairs said on Tuesday, after strict new rules were passed to manage religious practice in the country. President Xi Jinping has emphasized the need to guard against foreign infiltration through religion and to prevent the spread of  extremist  ideology, while also being tolerant of traditional faiths that he sees as a salve to social ills. China s cabinet last week passed updated rules to regulate religion so as to bolster national security, fight extremism and restrict faith practiced outside state approved organizations. The new rules take effect in February. Wang Zuoan, the head of China s religious affairs bureau, said the revision was urgently needed because  the foreign use of religion to infiltrate (China) intensifies by the day and religious extremist thought is spreading in some areas.    Issues with religion on the internet are starting to break out ... and illegal religious gatherings in some places continue despite bans,  he added, writing in the official paper of the ruling Communist Party, the People s Daily. Wang said that freedom of religious faith is protected by the new rules.  At the same time, freedom of religious faith is not equal to religious activities taking place without legal restrictions,  he added. Religion within China needed to be  sinicized , a term officials use to describe the adjusting of religion to fit Chinese culture as interpreted by the Party.  These rules will help maintain the sinicization of religion in our country ... and keep to the correct path of adapting religion to a socialist society,  he said. China s five officially sanctioned religions - Buddhism, Taoism, Islam, Catholicism and Christianity - vowed to fight  desinicization  at a forum on the topic held in Beijing last week, according state media. China has seen a revival of religious practice in recent decades after faith was effectively banned during the Cultural Revolution in the 1960s.  Official estimates put the number of believers at around 100 million, but scholars argue that the real number could be many times higher, due to many believers being unregistered with authorities. China requires places of worship to be registered with authorities, but many believers shun official settings in preference for private gatherings often known as  underground  churches. (Story corrects to reflect that rules were passed by China s cabinet, not parliament, in third paragraph.)",worldnews,"September 12, 2017 ",False,421
